The copyright to the intellectual property of this file is held by www.climatedata.info
Title,"Temperature, CO2 and Milankovitch cycles - EPICA",,
Source,http://www.ncdc.noaa.gov/paleo/indexice.html,,
Source,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,
BP,Temperature,CO2,Milankovich
-156100,-9.92,188.786,493.6
-156000,-8.99,188.338,493.91
-155900,-8.62,187.89,494.23
-155800,-8.493,187.5,494.59
-155700,-8.38,186.959,494.95
-155600,-8.36,186.481,495.32
-155500,-9.25,186.002,495.68
-155400,-8.53,185.5,496.04
-155300,-8.48,185.863,496.41
-155200,-8.93,186.246,496.77
-155100,-9.02,186.628,497.13
-155000,-9.09,187.011,497.5
-154900,-8.72,187.393,497.86
-154800,-9.03,187.776,498.2
-154700,-9.28,188.159,498.54
-154600,-8.63,188.541,498.88
-154500,-8.43,189,499.22
-154400,-8.19,189.304,499.56
-154300,-8.109,189.683,499.89
-154200,-8.03,190.063,500.23
-154100,-9,190.442,500.57
-154000,-9.1,190.821,500.91
-153900,-8.36,191.201,501.25
-153800,-7.97,191.58,501.59
-153700,-7.64,191.96,501.93
-153600,-7.89,192.339,502.27
-153500,-7.91,192.719,502.61
-153400,-8.65,193.098,502.95
-153300,-8.07,193.478,503.28
-153200,-7.976,193.857,503.62
-153100,-7.88,194.237,503.96
-153000,-7.88,194.616,504.3
-152900,-7.83,194.995,504.64
-152800,-8.14,195.375,504.93
-152700,-7.45,195.754,505.22
-152600,-7.17,196.134,505.51
-152500,-7.4,196.513,505.8
-152400,-7.66,196.893,506.09
-152300,-7.43,197.272,506.38
-152200,-7.61,197.652,506.67
-152100,-7.93,198.031,506.97
-152000,-7.81,198.411,507.26
-151900,-7.76,198.79,507.55
-151800,-7.65,199.169,507.76
-151700,-7.7,199.549,507.98
-151600,-7.6,199.928,508.2
-151500,-7.01,200.308,508.42
-151400,-8.11,200.6,508.64
-151300,-7.16,199.642,508.85
-151200,-7.42,198.863,509.07
-151100,-7.77,198.084,509.29
-151000,-7.66,197.305,509.51
-150900,-7.43,196.526,509.73
-150800,-7.53,195.747,509.85
-150700,-7.31,194.968,509.97
-150600,-7.55,194.189,510.09
-150500,-7.55,193.41,510.21
-150400,-7.04,192.631,510.33
-150300,-7.17,191.852,510.45
-150200,-6.92,191.073,510.57
-150100,-6.96,190.294,510.69
-150000,-7,189.515,510.82
-149900,-7.14,188.9,510.94
-149800,-6.92,191.9,510.94
-149700,-7.84,193.076,510.94
-149600,-6.91,194.218,510.94
-149500,-7.86,195.36,510.94
-149400,-7.86,196.502,510.94
-149300,-8.49,197.644,510.94
-149200,-8.09,198.786,510.94
-149100,-8.31,199.928,510.94
-149000,-8.14,201.07,510.94
-148900,-7.65,202.212,510.94
-148800,-8.31,203,510.84
-148700,-8.38,202.77,510.74
-148600,-8.15,202.594,510.65
-148500,-7.94,202.418,510.55
-148400,-7.15,202.242,510.45
-148300,-7.66,202.066,510.36
-148200,-8.2,201.89,510.26
-148100,-7.35,201.714,510.16
-148000,-7.33,201.538,510.06
-147900,-8.07,201.362,509.97
-147800,-8.8,201.187,509.73
-147700,-8.49,201.011,509.48
-147600,-8.66,200.835,509.24
-147500,-8.87,200.659,509
-147400,-8.78,200.483,508.76
-147300,-8.62,200.307,508.52
-147200,-8.26,200.131,508.27
-147100,-7.54,199.955,508.03
-147000,-7.9,199.779,507.79
-146900,-7.65,199.604,507.55
-146800,-8.33,199.428,507.21
-146700,-6.82,199.252,506.87
-146600,-8.18,199.076,506.53
-146500,-7.97,198.9,506.19
-146400,-8.33,198.724,505.85
-146300,-8.48,198.548,505.51
-146200,-8.09,198.372,505.17
-146100,-7.38,198.196,504.83
-146000,-8.82,198.02,504.5
-145900,-9.29,197.845,504.16
-145800,-8.8,197.669,503.7
-145700,-8.592,197.493,503.24
-145600,-8.39,197.317,502.78
-145500,-8.99,197.141,502.32
-145400,-7.92,196.9,501.86
-145300,-8.1,196.776,501.4
-145200,-8.22,196.579,500.94
-145100,-8.96,196.383,500.48
-145000,-7.91,196.186,500.02
-144900,-8.27,195.989,499.56
-144800,-8.47,195.793,499.07
-144700,-7.93,195.596,498.59
-144600,-8.47,195.399,498.1
-144500,-8.34,195.203,497.62
-144400,-8.3,195.006,497.13
-144300,-7.64,194.809,496.65
-144200,-8.07,194.613,496.17
-144100,-8.87,194.416,495.68
-144000,-9.09,194.219,495.2
-143900,-8.722,194.023,494.71
-143800,-8.35,193.826,494.18
-143700,-9.1,193.629,493.65
-143600,-8.51,193.433,493.11
-143500,-7.5,193.236,492.58
-143400,-8.04,193.039,492.05
-143300,-9.04,192.843,491.52
-143200,-8.84,192.646,490.98
-143100,-8.91,192.449,490.45
-143000,-8.23,192.253,489.92
-142900,-7.66,192.056,489.39
-142800,-8.27,191.859,488.93
-142700,-8.15,191.663,488.47
-142600,-8.71,191.466,488
-142500,-8.61,191.269,487.54
-142400,-9.29,191.073,487.08
-142300,-9.023,190.876,486.62
-142200,-8.78,190.679,486.16
-142100,-8.42,190.4,485.7
-142000,-7.82,190.717,485.24
-141900,-8.51,191.263,484.78
-141800,-7.95,191.81,484.4
-141700,-8,192.356,484.01
-141600,-9.33,192.903,483.62
-141500,-8.81,193.449,483.23
-141400,-8.38,193.996,482.85
-141300,-8.84,194.542,482.46
-141200,-8.76,195.089,482.07
-141100,-9.17,195.635,481.68
-141000,-9.13,196.4,481.3
-140900,-9.02,195.6,480.91
-140800,-8.67,195.67,480.64
-140700,-8.851,195.74,480.38
-140600,-9.06,195.81,480.11
-140500,-8.22,195.88,479.84
-140400,-8.47,195.95,479.58
-140300,-9.11,196.021,479.31
-140200,-9.19,196.091,479.05
-140100,-8.01,196.161,478.78
-140000,-9.13,196.231,478.51
-139900,-8.48,196.301,478.25
-139800,-9.14,196.372,478.15
-139700,-8.85,196.442,478.05
-139600,-8.57,196.5,477.96
-139500,-8.54,195.063,477.86
-139400,-8.77,193.835,477.76
-139300,-9.32,192.3,477.67
-139200,-9.14,192.156,477.57
-139100,-8.94,191.963,477.47
-139000,-9.07,191.77,477.37
-138900,-9.43,191.578,477.28
-138800,-8.78,191.385,477.4
-138700,-9.01,191.192,477.52
-138600,-8.85,191,477.64
-138500,-7.93,190.807,477.76
-138400,-8.53,190.614,477.88
-138300,-8.49,190.422,478
-138200,-8.06,190.2,478.13
-138100,-8.33,191.875,478.25
-138000,-7.77,194.2,478.37
-137900,-8.19,194.012,478.49
-137800,-8.59,193.783,478.83
-137700,-8.35,193.554,479.17
-137600,-7.77,193.4,479.51
-137500,-8.11,193.752,479.84
-137400,-8.28,194.017,480.18
-137300,-7.46,194.3,480.52
-137200,-7.44,195.291,480.86
-137100,-8.68,196.357,481.2
-137000,-8.46,197.423,481.54
-136900,-8.12,198.489,481.88
-136800,-8.51,199.555,482.41
-136700,-8.27,201.1,482.94
-136600,-8.77,195.8,483.48
-136500,-8.73,197.199,484.01
-136400,-8.48,199.288,484.54
-136300,-7.89,202.4,485.07
-136200,-8.39,202.039,485.61
-136100,-7.39,201.33,486.14
-136000,-6.54,200.7,486.67
-135900,-7.47,201.7,487.21
-135800,-8.01,200.603,487.93
-135700,-6.83,199.282,488.66
-135600,-7.15,198,489.39
-135500,-7.73,198,490.11
-135400,-7.77,198,490.84
-135300,-7.66,198,491.56
-135200,-6.99,198,492.29
-135100,-8.34,200.4,493.02
-135000,-6.88,204.5,493.74
-134900,-6.29,204.429,494.47
-134800,-6.31,204.31,495.39
-134700,-5.76,204.191,496.31
-134600,-5.79,204.072,497.23
-134500,-5.89,203.953,498.15
-134400,-5.48,203.834,499.07
-134300,-5.61,203.7,499.99
-134200,-4.65,206.459,500.91
-134100,-5.18,208.9,501.83
-134000,-4.84,209.2,502.75
-133900,-3.66,209.445,503.67
-133800,-5.32,209.689,504.69
-133700,-4.8,209.933,505.71
-133600,-3.7,210.177,506.72
-133500,-2.99,210.422,507.74
-133400,-4.68,210.6,508.76
-133300,-4.71,214.426,509.77
-133200,-3.03,217.438,510.79
-133100,-4.13,223.9,511.81
-133000,-3.55,223.852,512.83
-132900,-3.27,223.783,513.84
-132800,-3.46,223.714,514.93
-132700,-3.27,223.644,516.02
-132600,-2.13,223.575,517.11
-132500,-3.15,223.5,518.2
-132400,-2.32,224.15,519.29
-132300,-1.33,224.857,520.38
-132200,-1.52,225.564,521.47
-132100,-2.85,226.271,522.56
-132000,-1.78,226.978,523.65
-131900,-1.76,227.684,524.74
-131800,-1.59,228.391,525.8
-131700,-1.13,228.9,526.87
-131600,-1.17,234.292,527.94
-131500,-0.12,240.4,529
-131400,0.07,242.408,530.07
-131300,0.4,245,531.13
-131200,0.35,246.134,532.2
-131100,0.4,247.013,533.26
-131000,0.42,247.891,534.33
-130900,0.9,248.77,535.39
-130800,1,249.649,536.31
-130700,1.34,250.528,537.23
-130600,2.15,251.407,538.15
-130500,3.25,252.286,539.07
-130400,1.67,253.165,539.99
-130300,1.91,254.043,540.91
-130200,2.12,254.922,541.83
-130100,3.39,255.801,542.76
-130000,2.31,256.68,543.68
-129900,2.92,257.559,544.6
-129800,2.42,258.438,545.32
-129700,3.37,257.9,546.05
-129600,3.26,258.817,546.77
-129500,3.44,260.58,547.5
-129400,2.98,262.342,548.23
-129300,3.77,263.4,548.95
-129200,3.12,263.905,549.68
-129100,3.66,264.1,550.41
-129000,3.88,273.746,551.13
-128900,4.51,282.6,551.86
-128800,3.34,283.679,552.34
-128700,4.84,285.313,552.83
-128600,3.84,286.8,553.31
-128500,4.71,286.938,553.8
-128400,4.08,287.1,554.28
-128300,4.79,274,554.77
-128200,3.26,274.527,555.25
-128100,3.97,274.893,555.73
-128000,4.32,275.26,556.22
-127900,4.4,275.6,556.7
-127800,3.59,275.487,556.85
-127700,2.95,275.382,556.99
-127600,2.44,275.3,557.14
-127500,2.08,272.138,557.28
-127400,2.86,269.546,557.43
-127300,2.25,266.954,557.57
-127200,2.65,264.363,557.72
-127100,2.14,262.6,557.87
-127000,2.53,262.546,558.01
-126900,2.14,262.5,558.16
-126800,2.39,263.874,557.99
-126700,1.77,265.471,557.82
-126600,1.33,267.1,557.65
-126500,0.33,269.677,557.48
-126400,2.06,272.306,557.31
-126300,0.91,273.7,557.14
-126200,2.14,274.247,556.97
-126100,1.11,274.62,556.8
-126000,1.39,274.992,556.63
-125900,0.21,275.365,556.46
-125800,1.08,275.737,555.88
-125700,1.33,276.109,555.3
-125600,1.14,276.482,554.72
-125500,1.68,276.854,554.14
-125400,0.96,277.1,553.55
-125300,2.01,273,552.97
-125200,0.92,275.295,552.39
-125100,0.81,279.7,551.81
-125000,1.57,275.983,551.23
-124900,2.1,271.394,550.65
-124800,0.87,266.3,549.8
-124700,1.85,266.35,548.95
-124600,1.54,266.407,548.11
-124500,2.11,266.463,547.26
-124400,1.93,266.519,546.41
-124300,2.5,266.6,545.56
-124200,2.46,268.7,544.72
-124100,0.83,269.461,543.87
-124000,2.04,270.135,543.02
-123900,3.12,270.809,542.17
-123800,2.3,271.482,541.01
-123700,2.39,272.156,539.85
-123600,3.01,272.83,538.69
-123500,2.2,273.503,537.52
-123400,1.29,274.177,536.36
-123300,2.37,274.851,535.2
-123200,2.32,275.524,534.04
-123100,2.14,276.4,532.88
-123000,1.07,275.985,531.71
-122900,2.71,275.393,530.55
-122800,2.06,274.801,529.19
-122700,2.06,274.209,527.84
-122600,1.99,273.616,526.48
-122500,1.28,273.024,525.13
-122400,1.72,272.432,523.77
-122300,2.06,272.1,522.41
-122200,1.71,272.697,521.06
-122100,1.5,273.111,519.7
-122000,0.47,273.526,518.35
-121900,1.69,273.94,516.99
-121800,1.67,274.355,515.54
-121700,0.98,274.769,514.08
-121600,2.88,275.184,512.63
-121500,1.55,275.598,511.18
-121400,1.55,276.013,509.73
-121300,1.39,276.427,508.27
-121200,1.08,276.842,506.82
-121100,2.5,277.256,505.37
-121000,1.42,277.6,503.91
-120900,1.31,275.315,502.46
-120800,1.12,273.363,501.03
-120700,0.96,271.41,499.6
-120600,0.99,269.457,498.18
-120500,1.14,267.504,496.75
-120400,1.25,265.2,495.32
-120300,1.9,265.974,493.89
-120200,0.59,266.918,492.46
-120100,0.84,267.861,491.03
-120000,0.47,268.805,489.6
-119900,0.66,269.748,488.17
-119800,1.25,270.692,486.84
-119700,0.28,271.9,485.51
-119600,0.67,272.027,484.18
-119500,-0.33,272.203,482.85
-119400,0.3,272.379,481.52
-119300,0.72,272.555,480.18
-119200,0.32,272.731,478.85
-119100,0.56,272.907,477.52
-119000,1.33,273.082,476.19
-118900,0.29,273.258,474.86
-118800,0.75,273.434,473.72
-118700,-0.35,273.61,472.58
-118600,0.16,273.7,471.44
-118500,0.5,272.689,470.3
-118400,-0.7,272.011,469.17
-118300,0.22,271.332,468.03
-118200,0.05,270.653,466.89
-118100,0.73,269.975,465.75
-118000,-0.87,269.296,464.61
-117900,-0.41,268.618,463.48
-117800,-0.51,267.939,462.6
-117700,0.39,267.396,461.73
-117600,-0.39,266.988,460.86
-117500,-0.76,266.579,459.99
-117400,0.34,266.171,459.12
-117300,-0.56,265.763,458.24
-117200,-0.56,265.354,457.37
-117100,-0.99,264.946,456.5
-117000,-0.79,264.538,455.63
-116900,-1.71,264.129,454.76
-116800,-0.56,263.721,454.2
-116700,-1.48,263.313,453.64
-116600,-1.6,262.904,453.09
-116500,-1.24,262.5,452.53
-116400,-1.21,263.281,451.97
-116300,-1.55,264.055,451.42
-116200,-1.73,264.829,450.86
-116100,-2.56,265.602,450.3
-116000,-1.71,266.376,449.75
-115900,-1.42,267.15,449.19
-115800,-2.6,267.924,449.02
-115700,-2.28,268.697,448.85
-115600,-2.07,269.471,448.68
-115500,-2.36,270.245,448.51
-115400,-2.6,271.018,448.34
-115300,-2.18,271.792,448.17
-115200,-2.16,272.566,448
-115100,-2.45,273.2,447.83
-115000,-2.17,273.497,447.66
-114900,-2.49,273.748,447.49
-114800,-1.63,274,447.66
-114700,-2.69,274.251,447.83
-114600,-3.31,274.5,448
-114500,-3.09,271.88,448.17
-114400,-2.55,269.286,448.34
-114300,-2.96,266.692,448.51
-114200,-2.01,264.098,448.68
-114100,-2.83,261.4,448.85
-114000,-3.03,261.964,449.02
-113900,-2.82,262.552,449.19
-113800,-3.26,263.139,449.72
-113700,-4.69,263.727,450.25
-113600,-3.73,264.314,450.79
-113500,-4.35,264.902,451.32
-113400,-3.53,265.489,451.85
-113300,-3.64,266.3,452.38
-113200,-3.21,265.875,452.92
-113100,-4.1,265.189,453.45
-113000,-4.49,264.503,453.98
-112900,-4.64,263.818,454.52
-112800,-4.36,263.132,455.36
-112700,-3.82,262.446,456.21
-112600,-5.07,261.761,457.06
-112500,-4.15,261.075,457.91
-112400,-5.63,260.389,458.75
-112300,-5.14,259.703,459.6
-112200,-4.48,259.018,460.45
-112100,-5.62,258.332,461.3
-112000,-4.83,257.646,462.14
-111900,-5.18,256.7,462.99
-111800,-5.47,256.534,464.03
-111700,-5.43,256.267,465.07
-111600,-5.19,256,466.11
-111500,-5.41,255.733,467.16
-111400,-5.77,255.465,468.2
-111300,-4.12,255.198,469.24
-111200,-4.96,254.931,470.28
-111100,-5.45,254.664,471.32
-111000,-4.93,254.396,472.36
-110900,-5.29,254.129,473.4
-110800,-4.78,253.862,474.61
-110700,-5.57,253.595,475.82
-110600,-5.26,253.327,477.04
-110500,-5.12,253.06,478.25
-110400,-4.47,252.793,479.46
-110300,-5.62,252.526,480.67
-110200,-6.42,252.258,481.88
-110100,-4.25,251.991,483.09
-110000,-5.67,251.724,484.3
-109900,-5.01,251.457,485.51
-109800,-5.41,251.2,486.77
-109700,-5.58,250.847,488.03
-109600,-5.62,250.508,489.29
-109500,-7.04,250.169,490.55
-109400,-5.39,249.83,491.81
-109300,-6.25,249.491,493.07
-109200,-5.81,249.151,494.33
-109100,-6.31,248.812,495.58
-109000,-6.46,248.473,496.84
-108900,-6.43,248.134,498.1
-108800,-6.36,247.795,499.34
-108700,-6.88,247.455,500.57
-108600,-6.53,247.116,501.81
-108500,-6.36,246.777,503.04
-108400,-7.51,246.438,504.28
-108300,-6.89,246.099,505.51
-108200,-6.52,245.6,506.75
-108100,-6.38,244.917,507.98
-108000,-6.39,243.628,509.22
-107900,-6.23,242.338,510.45
-107800,-5.54,241.049,511.54
-107700,-5.63,239.76,512.63
-107600,-4.91,238.2,513.72
-107500,-5.03,237.891,514.81
-107400,-5.83,237.5,515.9
-107300,-5.06,237.109,516.99
-107200,-5,236.718,518.08
-107100,-4.29,236.326,519.17
-107000,-4.03,235.935,520.26
-106900,-4.83,235.544,521.35
-106800,-4.15,235.153,522.17
-106700,-3.01,234.762,523
-106600,-3.59,234.371,523.82
-106500,-3.94,233.98,524.64
-106400,-4.16,233.588,525.47
-106300,-3.94,233.197,526.29
-106200,-4.51,232.806,527.11
-106100,-4.82,232.415,527.94
-106000,-3.54,232.024,528.76
-105900,-5.27,231.633,529.58
-105800,-5.26,231.242,530.19
-105700,-4.9,230.85,530.79
-105600,-4.75,230.6,531.4
-105500,-4.89,231.519,532
-105400,-4.79,232.195,532.61
-105300,-5.6,232.871,533.21
-105200,-5.49,233.547,533.82
-105100,-4.02,234.223,534.43
-105000,-5.15,234.899,535.03
-104900,-4.88,235.575,535.64
-104800,-4.9,236.251,535.9
-104700,-5.25,236.9,536.17
-104600,-5.29,236.161,536.43
-104500,-5.47,235.451,536.7
-104400,-5.94,234.741,536.97
-104300,-4.57,234.031,537.23
-104200,-6.16,233.32,537.5
-104100,-5.67,232.61,537.77
-104000,-5.72,231.9,538.03
-103900,-5.69,231.19,538.3
-103800,-5.83,230.479,538.25
-103700,-7.29,229.769,538.2
-103600,-6.98,229.059,538.15
-103500,-7.35,228.1,538.11
-103400,-6.74,228.433,538.06
-103300,-6.97,228.946,538.01
-103200,-6.22,229.459,537.96
-103100,-5.74,229.972,537.91
-103000,-4.8,230.485,537.86
-102900,-5.54,230.997,537.82
-102800,-5.51,231.51,537.5
-102700,-4.32,232.023,537.19
-102600,-4.77,232.536,536.87
-102500,-5.13,233.049,536.56
-102400,-4.74,233.562,536.24
-102300,-6.18,234.074,535.93
-102200,-4.24,234.587,535.61
-102100,-4.59,235.1,535.3
-102000,-4.26,235.613,534.98
-101900,-4.34,236.126,534.67
-101800,-4.09,236.639,534.11
-101700,-4.47,236.9,533.55
-101600,-3.88,235.903,533
-101500,-3.45,235.235,532.44
-101400,-4.04,234.566,531.88
-101300,-3.79,233.897,531.33
-101200,-4.24,233.228,530.77
-101100,-5.16,232.559,530.21
-101000,-4.92,231.89,529.65
-100900,-3.92,231.221,529.1
-100800,-4.3,230.8,528.4
-100700,-4.57,230.107,527.69
-100600,-4.02,229.601,526.99
-100500,-3.79,229.095,526.29
-100400,-4.48,228.589,525.59
-100300,-3.89,228.082,524.88
-100200,-4.88,227.576,524.18
-100100,-4.32,227.07,523.48
-100000,-4.3,226.564,522.78
-99900,-5.61,226.058,522.08
-99800,-4.58,225.8,521.28
-99700,-4.2,225.968,520.48
-99600,-4.2,226.081,519.68
-99500,-5.06,226.194,518.88
-99400,-4.71,226.307,518.08
-99300,-5.59,226.419,517.28
-99200,-5.87,226.532,516.48
-99100,-4.7,226.645,515.68
-99000,-5.66,226.758,514.88
-98900,-5.3,226.871,514.08
-98800,-5.15,226.983,513.29
-98700,-4.82,227.096,512.49
-98600,-4.64,227.209,511.69
-98500,-4.59,227.322,510.89
-98400,-5.35,227.435,510.09
-98300,-3.68,227.547,509.29
-98200,-4.16,227.66,508.49
-98100,-3.82,227.773,507.69
-98000,-5.03,227.886,506.89
-97900,-4.8,227.999,506.09
-97800,-3.41,228.112,505.34
-97700,-4.73,228.224,504.59
-97600,-3.84,228.337,503.84
-97500,-5.05,228.45,503.09
-97400,-4.37,228.563,502.34
-97300,-4.32,228.676,501.59
-97200,-5.11,228.788,500.84
-97100,-5.71,228.901,500.09
-97000,-4.72,229.014,499.34
-96900,-4.8,229.127,498.59
-96800,-4.29,229.24,498.01
-96700,-3.82,229.352,497.42
-96600,-5.15,229.465,496.84
-96500,-3.69,229.578,496.26
-96400,-5.23,229.691,495.68
-96300,-3.73,229.804,495.1
-96200,-4.8,229.916,494.52
-96100,-5.86,230.029,493.94
-96000,-3.23,230.142,493.36
-95900,-4.96,230.255,492.78
-95800,-5.26,230.368,492.39
-95700,-4.54,230.481,492
-95600,-4.92,230.593,491.61
-95500,-4.98,230.706,491.23
-95400,-5.03,230.819,490.84
-95300,-5.38,230.932,490.45
-95200,-4.11,231.045,490.06
-95100,-4.42,231.157,489.68
-95000,-3.41,231.27,489.29
-94900,-3.02,231.383,488.9
-94800,-4.68,231.496,488.71
-94700,-6.12,231.609,488.51
-94600,-4.95,231.721,488.32
-94500,-4.24,231.834,488.13
-94400,-4.6,232,487.93
-94300,-5.61,231.937,487.74
-94200,-4.14,231.818,487.54
-94100,-4.34,231.698,487.35
-94000,-4.85,231.579,487.16
-93900,-4.44,231.46,486.96
-93800,-5.54,231.341,487.01
-93700,-4.88,231.222,487.06
-93600,-5.92,231.102,487.11
-93500,-4.47,230.983,487.16
-93400,-4.23,230.864,487.21
-93300,-5.59,230.745,487.25
-93200,-5.32,230.626,487.3
-93100,-4.6,230.506,487.35
-93000,-5.37,230.387,487.4
-92900,-4.88,230.268,487.45
-92800,-4.69,230.149,487.71
-92700,-4.21,230.03,487.98
-92600,-4.87,229.91,488.25
-92500,-5.19,229.791,488.51
-92400,-5.27,229.672,488.78
-92300,-5.85,229.553,489.05
-92200,-5.76,229.434,489.31
-92100,-5.35,229.314,489.58
-92000,-4.9,229.195,489.85
-91900,-5.68,229.076,490.11
-91800,-6.19,228.957,490.57
-91700,-5.59,228.838,491.03
-91600,-4.95,228.718,491.49
-91500,-6.73,228.599,491.95
-91400,-5.87,228.48,492.41
-91300,-5.76,228.361,492.87
-91200,-5.16,228.3,493.33
-91100,-5.71,227.615,493.79
-91000,-5.16,227.156,494.25
-90900,-5.64,226.696,494.71
-90800,-6.21,226.236,495.32
-90700,-6.59,225.777,495.92
-90600,-6.77,225.317,496.53
-90500,-5.32,224.857,497.13
-90400,-6.37,224.2,497.74
-90300,-5.46,223.822,498.34
-90200,-5.46,223.158,498.95
-90100,-5.01,222.494,499.56
-90000,-4.7,221.83,500.16
-89900,-5.22,221.166,500.77
-89800,-4.76,220.502,501.52
-89700,-6.11,219.838,502.27
-89600,-5.25,219.174,503.02
-89500,-4.84,218.51,503.77
-89400,-4.89,217.846,504.52
-89300,-6.16,217.182,505.27
-89200,-5.64,216.518,506.02
-89100,-6.44,215.854,506.77
-89000,-5.1,215.19,507.52
-88900,-5.1,214.527,508.27
-88800,-5.26,213.863,509.02
-88700,-6.27,213.199,509.77
-88600,-5.69,212.535,510.52
-88500,-6.42,211.871,511.28
-88400,-5.81,211.207,512.03
-88300,-5.94,210.543,512.78
-88200,-6.59,209.879,513.53
-88100,-5.8,209.215,514.28
-88000,-6.04,208.551,515.03
-87900,-6.97,208,515.78
-87800,-7.44,208.607,516.55
-87700,-5.57,209.125,517.33
-87600,-6.46,209.643,518.1
-87500,-6.65,210.162,518.88
-87400,-6.57,210.68,519.65
-87300,-7.53,211.199,520.43
-87200,-7.17,211.717,521.2
-87100,-5.67,212.236,521.98
-87000,-6.53,212.754,522.75
-86900,-6.07,213.273,523.53
-86800,-6.09,213.791,524.18
-86700,-6.32,214.309,524.84
-86600,-5.99,214.828,525.49
-86500,-5.81,215.346,526.14
-86400,-5.33,215.865,526.8
-86300,-5.23,216.383,527.45
-86200,-4.39,217,528.1
-86100,-4.77,216.805,528.76
-86000,-5.25,216.564,529.41
-85900,-5.33,216.322,530.07
-85800,-4.76,216.081,530.55
-85700,-4.99,215.84,531.04
-85600,-5.05,215.599,531.52
-85500,-5.23,215.358,532
-85400,-4.49,215.117,532.49
-85300,-4.84,214.875,532.97
-85200,-4.26,214.634,533.46
-85100,-4.64,214.393,533.94
-85000,-5.35,214.2,534.43
-84900,-4.24,215.849,534.91
-84800,-4.32,217.224,535.2
-84700,-3.3,218.598,535.49
-84600,-4.07,219.973,535.78
-84500,-3.58,221.347,536.07
-84400,-4.45,222.722,536.36
-84300,-3.81,224.096,536.65
-84200,-3.28,225.471,536.94
-84100,-4.08,226.845,537.23
-84000,-3.44,228,537.52
-83900,-3.39,229.427,537.82
-83800,-2.56,230.657,537.86
-83700,-3.37,231.886,537.91
-83600,-4.09,233.116,537.96
-83500,-3.56,234.346,538.01
-83400,-3.68,235.576,538.06
-83300,-2.83,236.4,538.11
-83200,-2.65,237.082,538.15
-83100,-2.49,237.596,538.2
-83000,-3.14,238.109,538.25
-82900,-3.74,238.622,538.3
-82800,-3.58,239.135,538.11
-82700,-2.01,239.648,537.91
-82600,-3.04,240.161,537.72
-82500,-3.59,240.674,537.52
-82400,-3.63,241.1,537.33
-82300,-3.91,240.438,537.14
-82200,-4.74,239.872,536.94
-82100,-4.59,239.307,536.75
-82000,-5.03,238.741,536.56
-81900,-4.21,238.175,536.36
-81800,-4.14,237.61,535.9
-81700,-4.8,237.044,535.44
-81600,-4.37,236.478,534.98
-81500,-5.21,235.912,534.52
-81400,-3.91,235.347,534.06
-81300,-5.05,234.781,533.6
-81200,-5.49,234.215,533.14
-81100,-5.28,233.649,532.68
-81000,-4.74,233.084,532.22
-80900,-4.69,232.518,531.76
-80800,-5.14,231.952,531.11
-80700,-4.38,231.387,530.45
-80600,-5.04,230.9,529.8
-80500,-5.26,230.469,529.15
-80400,-4.37,230.09,528.49
-80300,-4.62,229.712,527.84
-80200,-4.9,229.333,527.18
-80100,-4.86,228.955,526.53
-80000,-5.77,228.576,525.88
-79900,-5.13,228.198,525.22
-79800,-4.06,227.82,524.4
-79700,-5.99,227.441,523.58
-79600,-6.29,227.063,522.75
-79500,-5.59,226.684,521.93
-79400,-4.88,226.306,521.11
-79300,-6.27,225.927,520.28
-79200,-6.06,225.549,519.46
-79100,-7.15,225.17,518.64
-79000,-5.64,224.792,517.81
-78900,-6.32,224.414,516.99
-78800,-4.92,224.035,516.05
-78700,-5.67,223.657,515.1
-78600,-6.13,223.278,514.16
-78500,-5.61,222.9,513.21
-78400,-6.64,222.521,512.27
-78300,-5.75,222.143,511.32
-78200,-5.69,221.7,510.38
-78100,-6.2,221.33,509.44
-78000,-6.6,220.885,508.49
-77900,-6.69,220.44,507.55
-77800,-6.81,219.995,506.55
-77700,-7.04,219.549,505.56
-77600,-6.46,219.104,504.57
-77500,-7.08,218.659,503.58
-77400,-5.66,218.213,502.58
-77300,-6.38,217.768,501.59
-77200,-6.78,217.323,500.6
-77100,-6.03,217.253,499.6
-77000,-6.21,217.559,498.61
-76900,-6.65,217.865,497.62
-76800,-6.95,218.171,496.63
-76700,-6.38,218.477,495.63
-76600,-6.98,218.782,494.64
-76500,-8.09,219.088,493.65
-76400,-6.1,219.394,492.65
-76300,-6.91,219.7,491.66
-76200,-7.51,220.006,490.67
-76100,-6.38,220.312,489.68
-76000,-6.77,220.618,488.68
-75900,-7.94,220.924,487.69
-75800,-7.6,221.23,486.82
-75700,-7.41,221.535,485.95
-75600,-6.96,221.841,485.07
-75500,-6.67,222.147,484.2
-75400,-5.99,222.453,483.33
-75300,-5.98,222.759,482.46
-75200,-5.86,223.065,481.59
-75100,-6.67,223.371,480.72
-75000,-6.11,223.677,479.84
-74900,-5.72,223.983,478.97
-74800,-5.29,224.288,478.2
-74700,-4.44,224.594,477.42
-74600,-4.64,224.9,476.65
-74500,-4.97,225.206,475.87
-74400,-4.92,225.512,475.1
-74300,-5.06,225.818,474.32
-74200,-5.7,226.124,473.55
-74100,-5.56,226.43,472.77
-74000,-5.39,226.736,472
-73900,-6.04,227.041,471.22
-73800,-6.11,227.347,470.64
-73700,-6.23,227.653,470.06
-73600,-6.91,227.959,469.48
